,Source,Target
3176,I don't want Tom to help me.,আমি চাই না টম আমাকে সাহায্য করুক।
3177,I don't want to disturb Tom.,আমি টমকে বিরক্ত করতে চাই না।
3178,I don't want to go near Tom.,আমি টমের কাছে যেতে চাই না।
3179,I don't want to go with Tom.,আমি টমের সঙ্গে যেতে চাই না।
3180,I don't want to go with Tom.,আমি টমের সাথে যেতে চাই না।
3181,I don't want to look at Tom.,আমি টমের দিকে তাকাতে চাই না।
3182,I don't want to talk to Tom.,আমি টমের সঙ্গে কথা বলতে চাই না।
3183,I don't want to wake Tom up.,আমি টমকে জাগাতে চাই না।
3184,I finally beat Tom at chess.,আমি অবশেষে টমকে দাবায় হারিয়েছি।
3185,I found my hat in Tom's car.,আমি আমার টুপিটি টমের গাড়িতে পেয়েছি।
3186,I go shopping every morning.,আমি প্রত্যেকদিন সকালে দোকানে যাই।
3187,I got a call from Tom today.,আজ আমি টমের কাছ থেকে একটি কল পেয়েছিলাম।
3188,I got up at 8 o'clock today.,আমি আজ ৮টার সময় উঠেছি।
3189,I got your address from Tom.,আমি আপনার ঠিকানাটি টমের কাছে থেকে পেয়েছি।
3190,I had nothing to say to Tom.,আমার টমকে কিছুই বলার ছিল না।
3191,I had to show Tom something.,আমার টমকে কিছু দেখানোর ছিল।
3192,I have to ask Tom something.,আমার টমকে কিছু জিজ্ঞাসা করার আছে।
3193,I just want Tom to be happy.,আমি খালি চাই টম সুখে থাকুক।
3194,I just want Tom to get well.,আমি খালি চাই টম ভাল হয়ে উঠুক।
3195,I need a box about this big.,আমার একটা এই রকম বড় বাক্স দরকার।
3196,I need to get off this ship.,আমাকে এই জাহাজ থেকে নেমে যেতে হবে।
3197,I shouldn't have logged off.,আমার লগ আউট করা উচিৎ হয়নি।
3198,I thought Tom was different.,আমি ভেবছিলাম টম অন্যরকম।
3199,I thought Tom was in Boston.,আমি ভেবেছিলাম টম বস্টনে।
3200,I thought Tom was in danger.,আমি ভেবেছিলাম টম বিপদে পরেছে।
3201,I thought Tom was with Mary.,আমি ভেবছিলাম টম মেরির সঙ্গে ছিল।
3202,I thought Tom would love it.,আমি ভেবছিলাম টমের এটা ভাল লাগবে।
3203,I thought Tom would love it.,আমি ভাবলাম টমের এটা ভাল লাগবে।
3204,I understand your situation.,আমি আপনার অবস্থাটা বুঝতে পারছি।
3205,I understand your situation.,আমি তোমার অবস্থাটা বুঝতে পারছি।
3206,I want Tom brought here now.,আমি চাই টমকে এখানে নিয়ে আসা হোক।
3207,I want three pairs of socks.,আমার তিন জোরা মোজা চাই।
3208,I want to ask Tom something.,আমি টমকে কিছু জিজ্ঞাসা করতে চাই।
3209,I want to ask you about Tom.,আমি আপনার কাছে টমের ব্যপারে জিজ্ঞাসা করতে চাই।
3210,I want to ask you about Tom.,আমি তোমার কাছে টমের ব্যপারে জিজ্ঞাসা করতে চাই।
3211,I want to be as rich as Tom.,আমি টমের মত বড়লোক হতে চাই।
3212,I want to be as rich as Tom.,আমি টমের মত ধনী হতে চাই।
3213,I want to be as tall as Tom.,আমি টমের মত লম্বা হতে চাই।
3214,I want to know where Tom is.,আমি চাই টম কোথায় আছে।
3215,I want to make a local call.,আমি একটা লোকাল কল করতে চাই।
3216,I want to see how Tom lives.,আমি দেখতে চাই টম কেমন ভাবে থাকে।
3217,I want to send Tom a letter.,আমি টমকে একটা চিঠি পাঠাতে চাই।
3218,I want to talk to Tom alone.,আমি টমের সঙ্গে একলা কথা বলতে চাই।
3219,I want to talk to Tom first.,আমি সবার প্রথমে টমের সঙ্গে কথা বলতে চাই।
3220,I want you to stay with Tom.,আমি চাই আপনি টমের সঙ্গে থাকুন।
3221,I want you to stay with Tom.,আমি চাই তুমি টমের সঙ্গে থাকো।
3222,I want you to stay with Tom.,আমি চাই তুই টমের সঙ্গে থাক।
3223,I want you to work with Tom.,আমি চাই আপনি টমের সঙ্গে কাজ করুন।
3224,I want you to work with Tom.,আমি চাই তুমি টমের সঙ্গে কাজ করো।
3225,I want you to work with Tom.,আমি চাই তুই টমের সঙ্গে কাজ কর।
3226,I'd like to open an account.,আমি একটা অ্যাকাউন্ট খুলতে চাই।
3227,I'd like you to call me Tom.,আমার ইচ্ছা যে আপনি টমকে ডাকেন।
